first_angle,second_angle,third_angle,fourth_angle,first_distance,second_distance,third_distance,fourth_distance,first_place,second_place,third_place,fourth_place,class
38.76965635489026,9.940012926578387,110.5862534720122,73.53407479471383,1.1123972240634927,0.2682843731093852,2.404591335474594,1.1226845650593535,1.1705752229341084,1.8307394149067215,1.5542021481372432,2.0742468512691543,2
37.44957887869863,22.05904871060418,19.811871193451825,17.937085588956712,1.4910720058716247,0.749643309048038,0.6166296088034289,0.6092669970713078,1.1447481894943219,1.641433300103457,1.2589582446415244,1.0610217063297618,4
53.51494598202586,152.03075334077536,26.717645726450264,17.413854122086626,1.480206110661692,2.1197126510457105,0.5585654690667787,0.6415574553693019,0.9936348439861858,1.4920768836234073,1.3170178747740013,0.96964608137798,1
20.800384629536506,6.536047337955473,10.54376320785384,119.05382648908284,0.7700244925512807,0.468064925954508,0.41838536103162166,2.0218719946914288,1.1237544956213443,1.3513735681414483,1.1703769691100074,1.0510144605843104,3
162.58456131726408,22.91340268787229,15.229679443769783,35.29976994063983,0.7085878701140239,1.0970713557664065,0.9292562119725039,1.0950175063875531,1.4191486935827855,3.937830315312087,2.4498232562632154,1.555419259711808,0
19.30892445410388,6.0554986884464395,2.63780654821326,2.0681116423864925,0.9126070015865207,0.377177238014846,0.302300826719856,0.3748082254610854,1.1181458686002808,1.168770246168705,1.0978440931413238,1.0465739752255914,4
24.53635159802179,150.95644484661065,14.75223156923369,34.823551547877045,0.9683889776393566,2.0477718093100012,0.5062650148509973,0.7271643261879925,1.1225143480323365,1.726657179109856,2.27272238677827,1.4336259197533605,1
17.761070074802916,96.43285329893106,81.8282547528131,19.926945847887417,0.9763957661081599,2.0444639746238726,1.8382541044405372,0.7353454413176105,1.0703297300826915,1.3028491188326712,9.129783194384771,1.1186452832187908,1
117.13863639023842,51.773969494000255,19.806215273723133,51.977254586568414,0.7203702203125649,0.8229071767204008,0.5929554548511767,0.7692307692307693,1.1847431499043493,3.467032232327816,1.8647785095742668,1.2616322666812867,0
139.39709098695374,5.521666493993276,11.825378704904244,17.667779785260894,0.4763639738963747,1.505084302133,1.3213478856789511,1.0917864184128763,1.4289323442710093,5.96657355607052,3.205905184857881,2.084733553631568,0
